id,cost,understock_units,overstock_units,stockout_rate,demand,arm
FOODS_3_455_WI_1_evaluation,128.0,0.0,128.0,0.0,112.0,champion
FOODS_3_459_CA_1_evaluation,257.0,0.0,257.0,0.0,123.0,champion
FOODS_3_462_WI_1_evaluation,302.0,0.0,302.0,0.0,330.0,champion
FOODS_3_472_CA_1_evaluation,19.0,0.0,19.0,0.0,21.0,champion
FOODS_3_476_WI_1_evaluation,97.0,1.0,92.0,0.08333333333333333,33.0,champion
FOODS_3_482_WI_1_evaluation,171.0,25.0,46.0,0.25,131.0,champion
FOODS_3_485_CA_1_evaluation,241.0,40.0,41.0,0.25,151.0,champion
FOODS_3_486_WI_1_evaluation,100.0,14.0,30.0,0.25,24.0,champion
FOODS_3_489_WI_1_evaluation,178.0,9.0,133.0,0.16666666666666666,272.0,champion
FOODS_3_494_TX_1_evaluation,28.0,0.0,28.0,0.0,4.0,champion
FOODS_3_509_TX_1_evaluation,39.0,0.0,39.0,0.0,45.0,champion
FOODS_3_512_WI_1_evaluation,34.0,1.0,29.0,0.08333333333333333,20.0,champion
FOODS_3_521_CA_1_evaluation,90.0,4.0,70.0,0.08333333333333333,90.0,champion
FOODS_3_521_WI_1_evaluation,46.0,6.0,16.0,0.3333333333333333,46.0,champion
FOODS_3_534_WI_1_evaluation,152.0,23.0,37.0,0.3333333333333333,122.0,champion
FOODS_3_536_TX_1_evaluation,61.0,10.0,11.0,0.16666666666666666,35.0,champion
FOODS_3_538_TX_1_evaluation,71.0,0.0,71.0,0.0,53.0,champion
FOODS_3_539_WI_1_evaluation,73.0,9.0,28.0,0.4166666666666667,77.0,champion
FOODS_3_548_TX_1_evaluation,14.0,1.0,9.0,0.08333333333333333,4.0,champion
FOODS_3_577_TX_1_evaluation,72.0,0.0,72.0,0.0,12.0,champion
FOODS_3_583_CA_1_evaluation,156.0,0.0,156.0,0.0,0.0,champion
FOODS_3_590_TX_1_evaluation,156.0,0.0,156.0,0.0,0.0,champion
FOODS_3_590_WI_1_evaluation,84.0,0.0,84.0,0.0,0.0,champion
FOODS_3_596_WI_1_evaluation,98.0,9.0,53.0,0.25,180.0,champion
FOODS_3_597_WI_1_evaluation,44.0,0.0,44.0,0.0,52.0,champion
FOODS_3_599_TX_1_evaluation,57.0,2.0,47.0,0.08333333333333333,71.0,champion
FOODS_3_610_TX_1_evaluation,84.0,2.0,74.0,0.08333333333333333,32.0,champion
FOODS_3_615_CA_1_evaluation,150.0,5.0,125.0,0.16666666666666666,188.0,champion
FOODS_3_622_WI_1_evaluation,64.0,7.0,29.0,0.16666666666666666,42.0,champion
FOODS_3_623_TX_1_evaluation,42.0,3.0,27.0,0.08333333333333333,12.0,champion
FOODS_3_631_WI_1_evaluation,133.0,22.0,23.0,0.4166666666666667,119.0,champion
