id,cost,understock_units,overstock_units,stockout_rate,demand,arm
FOODS_1_208_CA_1_evaluation,42.0,0.0,42.0,0.0,37.0,treatment
FOODS_1_212_TX_1_evaluation,8.0,1.0,3.0,0.25,14.0,treatment
FOODS_1_216_CA_1_evaluation,30.0,0.0,30.0,0.0,8.0,treatment
FOODS_1_216_WI_1_evaluation,14.0,0.0,14.0,0.0,21.0,treatment
FOODS_1_218_CA_1_evaluation,102.0,0.0,102.0,0.0,278.0,treatment
FOODS_1_218_TX_1_evaluation,75.0,0.0,75.0,0.0,297.0,treatment
FOODS_2_001_CA_1_evaluation,13.0,0.0,13.0,0.0,28.0,treatment
FOODS_2_007_WI_1_evaluation,18.0,0.0,18.0,0.0,8.0,treatment
FOODS_2_009_TX_1_evaluation,25.0,0.0,25.0,0.0,8.0,treatment
FOODS_2_012_TX_1_evaluation,9.0,0.0,9.0,0.0,4.0,treatment
FOODS_2_014_WI_1_evaluation,49.0,0.0,49.0,0.0,50.0,treatment
FOODS_2_023_CA_1_evaluation,17.0,0.0,17.0,0.0,18.0,treatment
FOODS_2_023_TX_1_evaluation,91.0,0.0,91.0,0.0,62.0,treatment
FOODS_2_029_CA_1_evaluation,34.0,0.0,34.0,0.0,173.0,treatment
FOODS_2_034_TX_1_evaluation,38.0,0.0,38.0,0.0,50.0,treatment
FOODS_2_035_WI_1_evaluation,14.0,1.0,9.0,0.25,30.0,treatment
FOODS_2_040_WI_1_evaluation,37.0,7.0,2.0,0.5,53.0,treatment
FOODS_2_044_WI_1_evaluation,48.0,0.0,48.0,0.0,46.0,treatment
FOODS_2_045_CA_1_evaluation,21.0,0.0,21.0,0.0,21.0,treatment
FOODS_2_047_TX_1_evaluation,26.0,0.0,26.0,0.0,11.0,treatment
FOODS_2_057_CA_1_evaluation,8.0,0.0,8.0,0.0,8.0,treatment
FOODS_2_057_WI_1_evaluation,14.0,0.0,14.0,0.0,13.0,treatment
FOODS_2_063_TX_1_evaluation,15.0,0.0,15.0,0.0,97.0,treatment
FOODS_2_074_WI_1_evaluation,40.0,0.0,40.0,0.0,73.0,treatment
FOODS_2_082_TX_1_evaluation,37.0,0.0,37.0,0.0,27.0,treatment
FOODS_2_102_CA_1_evaluation,15.0,0.0,15.0,0.0,30.0,treatment
FOODS_2_103_TX_1_evaluation,44.0,8.0,4.0,0.5,57.0,treatment
FOODS_2_106_WI_1_evaluation,23.0,2.0,13.0,0.25,21.0,treatment
FOODS_2_111_WI_1_evaluation,36.0,5.0,11.0,0.25,22.0,treatment
FOODS_2_119_CA_1_evaluation,38.0,3.0,23.0,0.25,66.0,treatment
FOODS_2_120_TX_1_evaluation,17.0,0.0,17.0,0.0,11.0,treatment
FOODS_2_129_CA_1_evaluation,11.0,0.0,11.0,0.0,1.0,treatment
FOODS_2_129_WI_1_evaluation,17.0,2.0,7.0,0.25,9.0,treatment
FOODS_2_131_WI_1_evaluation,27.0,0.0,27.0,0.0,50.0,treatment
FOODS_2_135_CA_1_evaluation,35.0,1.0,30.0,0.25,30.0,treatment
FOODS_2_137_WI_1_evaluation,19.0,0.0,19.0,0.0,33.0,treatment
FOODS_2_140_CA_1_evaluation,32.0,3.0,17.0,0.25,36.0,treatment
FOODS_2_142_TX_1_evaluation,33.0,0.0,33.0,0.0,23.0,treatment
FOODS_2_145_WI_1_evaluation,44.0,5.0,19.0,0.25,105.0,treatment
FOODS_2_146_WI_1_evaluation,14.0,0.0,14.0,0.0,44.0,treatment
FOODS_2_147_CA_1_evaluation,16.0,0.0,16.0,0.0,20.0,treatment
FOODS_2_171_TX_1_evaluation,21.0,0.0,21.0,0.0,70.0,treatment
FOODS_2_173_CA_1_evaluation,26.0,0.0,26.0,0.0,36.0,treatment
FOODS_2_175_WI_1_evaluation,48.0,6.0,18.0,0.5,192.0,treatment
FOODS_2_181_WI_1_evaluation,106.0,16.0,26.0,0.25,180.0,treatment
FOODS_2_195_WI_1_evaluation,16.0,0.0,16.0,0.0,21.0,treatment
FOODS_2_196_TX_1_evaluation,37.0,0.0,37.0,0.0,24.0,treatment
FOODS_2_197_WI_1_evaluation,38.0,0.0,38.0,0.0,55.0,treatment
FOODS_2_198_CA_1_evaluation,22.0,0.0,22.0,0.0,20.0,treatment
FOODS_2_199_CA_1_evaluation,34.0,0.0,34.0,0.0,33.0,treatment
FOODS_2_208_CA_1_evaluation,32.0,0.0,32.0,0.0,38.0,treatment
FOODS_2_220_WI_1_evaluation,21.0,0.0,21.0,0.0,62.0,treatment
FOODS_2_221_CA_1_evaluation,29.0,0.0,29.0,0.0,81.0,treatment
FOODS_2_223_TX_1_evaluation,6.0,0.0,6.0,0.0,6.0,treatment
FOODS_2_228_WI_1_evaluation,10.0,0.0,10.0,0.0,2.0,treatment
FOODS_2_230_TX_1_evaluation,5.0,0.0,5.0,0.0,13.0,treatment
FOODS_2_238_TX_1_evaluation,24.0,0.0,24.0,0.0,1.0,treatment
FOODS_2_239_WI_1_evaluation,7.0,0.0,7.0,0.0,5.0,treatment
FOODS_2_241_TX_1_evaluation,37.0,0.0,37.0,0.0,85.0,treatment
FOODS_2_247_WI_1_evaluation,30.0,0.0,30.0,0.0,117.0,treatment
FOODS_2_248_CA_1_evaluation,23.0,0.0,23.0,0.0,17.0,treatment
FOODS_2_250_TX_1_evaluation,33.0,0.0,33.0,0.0,4.0,treatment
FOODS_2_250_WI_1_evaluation,12.0,1.0,7.0,0.25,13.0,treatment
FOODS_2_270_WI_1_evaluation,39.0,0.0,39.0,0.0,21.0,treatment
FOODS_2_274_CA_1_evaluation,35.0,6.0,5.0,0.25,50.0,treatment
FOODS_2_276_CA_1_evaluation,182.0,0.0,182.0,0.0,224.0,treatment
FOODS_2_290_WI_1_evaluation,59.0,8.0,19.0,0.25,67.0,treatment
FOODS_2_292_WI_1_evaluation,16.0,2.0,6.0,0.25,10.0,treatment
FOODS_2_307_WI_1_evaluation,48.0,0.0,48.0,0.0,85.0,treatment
FOODS_2_313_TX_1_evaluation,13.0,0.0,13.0,0.0,4.0,treatment
FOODS_2_343_CA_1_evaluation,32.0,4.0,12.0,0.25,19.0,treatment
FOODS_2_345_TX_1_evaluation,10.0,0.0,10.0,0.0,14.0,treatment
FOODS_2_349_WI_1_evaluation,49.0,9.0,4.0,0.75,124.0,treatment
FOODS_2_357_TX_1_evaluation,48.0,0.0,48.0,0.0,25.0,treatment
FOODS_2_360_CA_1_evaluation,130.0,24.0,10.0,0.75,333.0,treatment
FOODS_2_363_TX_1_evaluation,9.0,0.0,9.0,0.0,8.0,treatment
FOODS_2_378_WI_1_evaluation,16.0,0.0,16.0,0.0,16.0,treatment
FOODS_2_380_CA_1_evaluation,11.0,0.0,11.0,0.0,45.0,treatment
FOODS_2_383_TX_1_evaluation,12.0,0.0,12.0,0.0,24.0,treatment
FOODS_2_383_WI_1_evaluation,29.0,1.0,24.0,0.25,70.0,treatment
FOODS_2_391_TX_1_evaluation,16.0,0.0,16.0,0.0,42.0,treatment
FOODS_2_395_TX_1_evaluation,9.0,1.0,4.0,0.25,6.0,treatment
FOODS_2_398_CA_1_evaluation,11.0,1.0,6.0,0.25,35.0,treatment
FOODS_2_398_WI_1_evaluation,48.0,0.0,48.0,0.0,227.0,treatment
FOODS_3_001_TX_1_evaluation,20.0,0.0,20.0,0.0,2.0,treatment
FOODS_3_003_CA_1_evaluation,14.0,0.0,14.0,0.0,16.0,treatment
FOODS_3_010_WI_1_evaluation,45.0,9.0,0.0,0.75,48.0,treatment
FOODS_3_011_WI_1_evaluation,25.0,0.0,25.0,0.0,63.0,treatment
FOODS_3_013_CA_1_evaluation,28.0,0.0,28.0,0.0,101.0,treatment
FOODS_3_013_WI_1_evaluation,26.0,0.0,26.0,0.0,57.0,treatment
FOODS_3_014_CA_1_evaluation,25.0,3.0,10.0,0.25,29.0,treatment
FOODS_3_033_TX_1_evaluation,18.0,0.0,18.0,0.0,6.0,treatment
FOODS_3_036_CA_1_evaluation,15.0,0.0,15.0,0.0,17.0,treatment
FOODS_3_036_WI_1_evaluation,17.0,0.0,17.0,0.0,12.0,treatment
FOODS_3_040_WI_1_evaluation,33.0,3.0,18.0,0.25,48.0,treatment
FOODS_3_048_TX_1_evaluation,37.0,7.0,2.0,0.75,48.0,treatment
FOODS_3_057_TX_1_evaluation,10.0,0.0,10.0,0.0,5.0,treatment
FOODS_3_077_CA_1_evaluation,140.0,20.0,40.0,0.25,97.0,treatment
FOODS_3_078_TX_1_evaluation,11.0,0.0,11.0,0.0,1.0,treatment
FOODS_3_084_CA_1_evaluation,17.0,3.0,2.0,0.5,21.0,treatment
FOODS_3_085_CA_1_evaluation,17.0,1.0,12.0,0.25,18.0,treatment
FOODS_3_085_WI_1_evaluation,9.0,0.0,9.0,0.0,23.0,treatment
FOODS_3_086_WI_1_evaluation,48.0,6.0,18.0,0.25,22.0,treatment
FOODS_3_087_TX_1_evaluation,63.0,0.0,63.0,0.0,89.0,treatment
FOODS_3_094_WI_1_evaluation,26.0,0.0,26.0,0.0,28.0,treatment
FOODS_3_096_TX_1_evaluation,9.0,0.0,9.0,0.0,13.0,treatment
FOODS_3_104_WI_1_evaluation,19.0,0.0,19.0,0.0,21.0,treatment
FOODS_3_106_TX_1_evaluation,49.0,0.0,49.0,0.0,10.0,treatment
FOODS_3_119_CA_1_evaluation,25.0,0.0,25.0,0.0,22.0,treatment
FOODS_3_119_TX_1_evaluation,11.0,0.0,11.0,0.0,13.0,treatment
FOODS_3_128_TX_1_evaluation,13.0,1.0,8.0,0.25,15.0,treatment
FOODS_3_132_TX_1_evaluation,13.0,1.0,8.0,0.25,4.0,treatment
FOODS_3_135_TX_1_evaluation,61.0,0.0,61.0,0.0,238.0,treatment
FOODS_3_137_CA_1_evaluation,35.0,4.0,15.0,0.25,25.0,treatment
FOODS_3_143_TX_1_evaluation,10.0,0.0,10.0,0.0,10.0,treatment
FOODS_3_151_CA_1_evaluation,33.0,0.0,33.0,0.0,39.0,treatment
FOODS_3_161_CA_1_evaluation,13.0,0.0,13.0,0.0,14.0,treatment
FOODS_3_166_CA_1_evaluation,41.0,0.0,41.0,0.0,11.0,treatment
FOODS_3_166_TX_1_evaluation,23.0,0.0,23.0,0.0,9.0,treatment
FOODS_3_172_WI_1_evaluation,19.0,1.0,14.0,0.25,27.0,treatment
FOODS_3_188_TX_1_evaluation,8.0,0.0,8.0,0.0,4.0,treatment
FOODS_3_188_WI_1_evaluation,9.0,0.0,9.0,0.0,8.0,treatment
FOODS_3_196_CA_1_evaluation,18.0,0.0,18.0,0.0,22.0,treatment
FOODS_3_198_WI_1_evaluation,15.0,0.0,15.0,0.0,4.0,treatment
FOODS_3_200_TX_1_evaluation,21.0,0.0,21.0,0.0,2.0,treatment
FOODS_3_206_TX_1_evaluation,10.0,0.0,10.0,0.0,14.0,treatment
FOODS_3_210_CA_1_evaluation,21.0,0.0,21.0,0.0,6.0,treatment
FOODS_3_211_TX_1_evaluation,14.0,0.0,14.0,0.0,18.0,treatment
FOODS_3_213_CA_1_evaluation,25.0,0.0,25.0,0.0,19.0,treatment
FOODS_3_223_TX_1_evaluation,5.0,0.0,5.0,0.0,7.0,treatment
FOODS_3_240_TX_1_evaluation,41.0,4.0,21.0,0.25,16.0,treatment
FOODS_3_243_CA_1_evaluation,16.0,0.0,16.0,0.0,16.0,treatment
FOODS_3_246_WI_1_evaluation,16.0,0.0,16.0,0.0,25.0,treatment
FOODS_3_255_TX_1_evaluation,11.0,0.0,11.0,0.0,5.0,treatment
FOODS_3_260_CA_1_evaluation,40.0,7.0,5.0,0.5,42.0,treatment
FOODS_3_262_WI_1_evaluation,10.0,0.0,10.0,0.0,15.0,treatment
FOODS_3_265_WI_1_evaluation,15.0,0.0,15.0,0.0,17.0,treatment
FOODS_3_269_CA_1_evaluation,40.0,0.0,40.0,0.0,34.0,treatment
FOODS_3_269_WI_1_evaluation,24.0,2.0,14.0,0.25,29.0,treatment
FOODS_3_272_WI_1_evaluation,14.0,0.0,14.0,0.0,2.0,treatment
FOODS_3_273_TX_1_evaluation,15.0,0.0,15.0,0.0,9.0,treatment
FOODS_3_276_CA_1_evaluation,29.0,0.0,29.0,0.0,0.0,treatment
FOODS_3_283_TX_1_evaluation,18.0,0.0,18.0,0.0,54.0,treatment
FOODS_3_287_WI_1_evaluation,23.0,0.0,23.0,0.0,0.0,treatment
FOODS_3_291_WI_1_evaluation,22.0,0.0,22.0,0.0,28.0,treatment
FOODS_3_293_CA_1_evaluation,13.0,2.0,3.0,0.25,12.0,treatment
FOODS_3_295_CA_1_evaluation,200.0,13.0,135.0,0.25,604.0,treatment
FOODS_3_296_WI_1_evaluation,30.0,4.0,10.0,0.5,63.0,treatment
FOODS_3_299_WI_1_evaluation,55.0,7.0,20.0,0.25,78.0,treatment
FOODS_3_304_TX_1_evaluation,29.0,0.0,29.0,0.0,48.0,treatment
FOODS_3_308_TX_1_evaluation,71.0,14.0,1.0,0.75,38.0,treatment
FOODS_3_314_CA_1_evaluation,24.0,3.0,9.0,0.25,48.0,treatment
FOODS_3_321_TX_1_evaluation,51.0,0.0,51.0,0.0,126.0,treatment
FOODS_3_322_WI_1_evaluation,21.0,0.0,21.0,0.0,13.0,treatment
FOODS_3_331_CA_1_evaluation,50.0,7.0,15.0,0.5,31.0,treatment
FOODS_3_335_TX_1_evaluation,31.0,0.0,31.0,0.0,17.0,treatment
FOODS_3_338_CA_1_evaluation,8.0,0.0,8.0,0.0,16.0,treatment
FOODS_3_344_TX_1_evaluation,15.0,0.0,15.0,0.0,20.0,treatment
FOODS_3_346_CA_1_evaluation,73.0,0.0,73.0,0.0,97.0,treatment
FOODS_3_361_CA_1_evaluation,26.0,0.0,26.0,0.0,24.0,treatment
FOODS_3_363_TX_1_evaluation,61.0,5.0,36.0,0.25,49.0,treatment
FOODS_3_364_CA_1_evaluation,13.0,0.0,13.0,0.0,10.0,treatment
FOODS_3_373_TX_1_evaluation,13.0,0.0,13.0,0.0,6.0,treatment
FOODS_3_376_CA_1_evaluation,172.0,26.0,42.0,0.25,185.0,treatment
FOODS_3_376_WI_1_evaluation,60.0,0.0,60.0,0.0,84.0,treatment
FOODS_3_379_WI_1_evaluation,13.0,0.0,13.0,0.0,63.0,treatment
FOODS_3_381_CA_1_evaluation,195.0,39.0,0.0,1.0,63.0,treatment
FOODS_3_384_WI_1_evaluation,7.0,0.0,7.0,0.0,11.0,treatment
FOODS_3_387_TX_1_evaluation,18.0,2.0,8.0,0.25,20.0,treatment
FOODS_3_388_TX_1_evaluation,11.0,0.0,11.0,0.0,17.0,treatment
FOODS_3_390_CA_1_evaluation,6.0,0.0,6.0,0.0,47.0,treatment
FOODS_3_391_TX_1_evaluation,31.0,0.0,31.0,0.0,8.0,treatment
FOODS_3_397_CA_1_evaluation,25.0,0.0,25.0,0.0,3.0,treatment
FOODS_3_398_WI_1_evaluation,11.0,1.0,6.0,0.25,22.0,treatment
FOODS_3_401_WI_1_evaluation,17.0,0.0,17.0,0.0,21.0,treatment
FOODS_3_407_CA_1_evaluation,46.0,0.0,46.0,0.0,95.0,treatment
FOODS_3_412_CA_1_evaluation,135.0,0.0,135.0,0.0,74.0,treatment
FOODS_3_412_WI_1_evaluation,143.0,0.0,143.0,0.0,107.0,treatment
FOODS_3_417_CA_1_evaluation,43.0,7.0,8.0,0.25,40.0,treatment
FOODS_3_419_CA_1_evaluation,55.0,9.0,10.0,0.5,33.0,treatment
FOODS_3_424_WI_1_evaluation,16.0,0.0,16.0,0.0,23.0,treatment
FOODS_3_426_CA_1_evaluation,44.0,5.0,19.0,0.25,22.0,treatment
FOODS_3_428_WI_1_evaluation,16.0,0.0,16.0,0.0,21.0,treatment
FOODS_3_430_WI_1_evaluation,42.0,6.0,12.0,0.25,21.0,treatment
FOODS_3_434_TX_1_evaluation,34.0,0.0,34.0,0.0,6.0,treatment
FOODS_3_436_CA_1_evaluation,17.0,0.0,17.0,0.0,12.0,treatment
FOODS_3_437_WI_1_evaluation,21.0,4.0,1.0,0.5,51.0,treatment
FOODS_3_448_CA_1_evaluation,90.0,17.0,5.0,0.75,98.0,treatment
FOODS_3_449_TX_1_evaluation,57.0,6.0,27.0,0.5,139.0,treatment
FOODS_3_453_WI_1_evaluation,21.0,3.0,6.0,0.25,23.0,treatment
FOODS_3_455_WI_1_evaluation,30.0,0.0,30.0,0.0,24.0,treatment
FOODS_3_459_CA_1_evaluation,21.0,1.0,16.0,0.25,51.0,treatment
FOODS_3_462_WI_1_evaluation,65.0,4.0,45.0,0.25,122.0,treatment
FOODS_3_472_CA_1_evaluation,31.0,3.0,16.0,0.25,15.0,treatment
FOODS_3_476_WI_1_evaluation,27.0,1.0,22.0,0.25,45.0,treatment
FOODS_3_482_WI_1_evaluation,22.0,0.0,22.0,0.0,26.0,treatment
FOODS_3_485_CA_1_evaluation,115.0,20.0,15.0,0.5,103.0,treatment
FOODS_3_486_WI_1_evaluation,18.0,1.0,13.0,0.25,17.0,treatment
FOODS_3_489_WI_1_evaluation,47.0,4.0,27.0,0.25,86.0,treatment
FOODS_3_494_TX_1_evaluation,12.0,0.0,12.0,0.0,0.0,treatment
FOODS_3_509_TX_1_evaluation,9.0,0.0,9.0,0.0,14.0,treatment
FOODS_3_512_WI_1_evaluation,12.0,1.0,7.0,0.25,10.0,treatment
FOODS_3_521_CA_1_evaluation,22.0,0.0,22.0,0.0,37.0,treatment
FOODS_3_521_WI_1_evaluation,8.0,0.0,8.0,0.0,12.0,treatment
FOODS_3_534_WI_1_evaluation,12.0,0.0,12.0,0.0,37.0,treatment
FOODS_3_536_TX_1_evaluation,28.0,4.0,8.0,0.25,12.0,treatment
FOODS_3_538_TX_1_evaluation,18.0,0.0,18.0,0.0,22.0,treatment
FOODS_3_539_WI_1_evaluation,13.0,0.0,13.0,0.0,19.0,treatment
FOODS_3_548_TX_1_evaluation,7.0,0.0,7.0,0.0,0.0,treatment
FOODS_3_577_TX_1_evaluation,26.0,2.0,16.0,0.25,22.0,treatment
FOODS_3_583_CA_1_evaluation,18.0,0.0,18.0,0.0,41.0,treatment
FOODS_3_590_TX_1_evaluation,24.0,2.0,14.0,0.25,73.0,treatment
FOODS_3_590_WI_1_evaluation,23.0,0.0,23.0,0.0,49.0,treatment
FOODS_3_596_WI_1_evaluation,65.0,8.0,25.0,0.25,54.0,treatment
FOODS_3_597_WI_1_evaluation,23.0,0.0,23.0,0.0,12.0,treatment
FOODS_3_599_TX_1_evaluation,13.0,0.0,13.0,0.0,5.0,treatment
FOODS_3_610_TX_1_evaluation,25.0,0.0,25.0,0.0,10.0,treatment
FOODS_3_615_CA_1_evaluation,28.0,1.0,23.0,0.25,67.0,treatment
FOODS_3_622_WI_1_evaluation,10.0,0.0,10.0,0.0,19.0,treatment
FOODS_3_623_TX_1_evaluation,9.0,0.0,9.0,0.0,3.0,treatment
FOODS_3_631_WI_1_evaluation,6.0,0.0,6.0,0.0,38.0,treatment
FOODS_3_639_CA_1_evaluation,32.0,6.0,2.0,0.75,39.0,treatment
FOODS_3_649_TX_1_evaluation,9.0,0.0,9.0,0.0,4.0,treatment
FOODS_3_654_CA_1_evaluation,50.0,7.0,15.0,0.75,228.0,treatment
FOODS_3_657_CA_1_evaluation,29.0,0.0,29.0,0.0,72.0,treatment
FOODS_3_661_CA_1_evaluation,37.0,0.0,37.0,0.0,108.0,treatment
FOODS_3_661_TX_1_evaluation,42.0,0.0,42.0,0.0,74.0,treatment
FOODS_3_673_WI_1_evaluation,18.0,0.0,18.0,0.0,23.0,treatment
FOODS_3_674_TX_1_evaluation,18.0,0.0,18.0,0.0,49.0,treatment
FOODS_3_675_TX_1_evaluation,24.0,0.0,24.0,0.0,20.0,treatment
FOODS_3_676_TX_1_evaluation,6.0,0.0,6.0,0.0,9.0,treatment
FOODS_3_681_CA_1_evaluation,167.0,0.0,167.0,0.0,580.0,treatment
FOODS_3_684_WI_1_evaluation,23.0,2.0,13.0,0.25,63.0,treatment
FOODS_3_685_TX_1_evaluation,27.0,0.0,27.0,0.0,35.0,treatment
FOODS_3_686_WI_1_evaluation,12.0,0.0,12.0,0.0,25.0,treatment
FOODS_3_691_CA_1_evaluation,15.0,1.0,10.0,0.25,17.0,treatment
FOODS_3_703_TX_1_evaluation,10.0,0.0,10.0,0.0,10.0,treatment
FOODS_3_708_WI_1_evaluation,23.0,3.0,8.0,0.25,51.0,treatment
FOODS_3_712_WI_1_evaluation,11.0,1.0,6.0,0.25,38.0,treatment
FOODS_3_718_CA_1_evaluation,22.0,0.0,22.0,0.0,56.0,treatment
FOODS_3_721_WI_1_evaluation,38.0,5.0,13.0,0.25,56.0,treatment
FOODS_3_731_TX_1_evaluation,17.0,0.0,17.0,0.0,44.0,treatment
FOODS_3_744_TX_1_evaluation,231.0,46.0,1.0,0.75,129.0,treatment
FOODS_3_748_TX_1_evaluation,9.0,0.0,9.0,0.0,25.0,treatment
FOODS_3_752_CA_1_evaluation,135.0,0.0,135.0,0.0,178.0,treatment
FOODS_3_759_CA_1_evaluation,40.0,0.0,40.0,0.0,33.0,treatment
FOODS_3_762_CA_1_evaluation,16.0,0.0,16.0,0.0,32.0,treatment
FOODS_3_766_CA_1_evaluation,14.0,0.0,14.0,0.0,24.0,treatment
FOODS_3_769_TX_1_evaluation,57.0,6.0,27.0,0.25,70.0,treatment
FOODS_3_770_TX_1_evaluation,8.0,0.0,8.0,0.0,11.0,treatment
FOODS_3_771_CA_1_evaluation,36.0,0.0,36.0,0.0,67.0,treatment
FOODS_3_774_TX_1_evaluation,16.0,0.0,16.0,0.0,6.0,treatment
FOODS_3_778_CA_1_evaluation,34.0,5.0,9.0,0.5,27.0,treatment
FOODS_3_792_WI_1_evaluation,59.0,0.0,59.0,0.0,58.0,treatment
FOODS_3_794_WI_1_evaluation,30.0,5.0,5.0,0.5,24.0,treatment
FOODS_3_803_CA_1_evaluation,85.0,15.0,10.0,0.75,123.0,treatment
FOODS_3_807_TX_1_evaluation,145.0,28.0,5.0,0.5,167.0,treatment
FOODS_3_821_WI_1_evaluation,11.0,0.0,11.0,0.0,14.0,treatment
HOBBIES_1_002_WI_1_evaluation,23.0,0.0,23.0,0.0,15.0,treatment
HOBBIES_1_003_CA_1_evaluation,11.0,1.0,6.0,0.25,22.0,treatment
HOBBIES_1_003_WI_1_evaluation,13.0,0.0,13.0,0.0,8.0,treatment
HOBBIES_1_005_CA_1_evaluation,17.0,2.0,7.0,0.5,44.0,treatment
HOBBIES_1_006_CA_1_evaluation,14.0,0.0,14.0,0.0,28.0,treatment
HOBBIES_1_007_CA_1_evaluation,10.0,0.0,10.0,0.0,9.0,treatment
HOBBIES_1_007_WI_1_evaluation,9.0,0.0,9.0,0.0,14.0,treatment
HOBBIES_1_009_CA_1_evaluation,27.0,0.0,27.0,0.0,17.0,treatment
HOBBIES_1_009_WI_1_evaluation,23.0,0.0,23.0,0.0,30.0,treatment
HOBBIES_1_011_CA_1_evaluation,7.0,0.0,7.0,0.0,1.0,treatment
HOBBIES_1_011_WI_1_evaluation,4.0,0.0,4.0,0.0,3.0,treatment
HOBBIES_1_012_WI_1_evaluation,10.0,0.0,10.0,0.0,6.0,treatment
HOBBIES_1_014_TX_1_evaluation,42.0,8.0,2.0,0.75,73.0,treatment
HOBBIES_1_016_WI_1_evaluation,146.0,15.0,71.0,0.25,101.0,treatment
HOBBIES_1_018_TX_1_evaluation,8.0,0.0,8.0,0.0,10.0,treatment
HOBBIES_1_021_CA_1_evaluation,33.0,6.0,3.0,0.5,35.0,treatment
HOBBIES_1_021_TX_1_evaluation,9.0,0.0,9.0,0.0,7.0,treatment
HOBBIES_1_022_CA_1_evaluation,18.0,0.0,18.0,0.0,3.0,treatment
HOBBIES_1_023_TX_1_evaluation,25.0,0.0,25.0,0.0,32.0,treatment
HOBBIES_1_029_WI_1_evaluation,10.0,0.0,10.0,0.0,6.0,treatment
HOBBIES_1_030_CA_1_evaluation,135.0,0.0,135.0,0.0,124.0,treatment
HOBBIES_1_031_WI_1_evaluation,4.0,0.0,4.0,0.0,8.0,treatment
HOBBIES_1_032_CA_1_evaluation,108.0,21.0,3.0,0.5,162.0,treatment
HOBBIES_1_032_TX_1_evaluation,160.0,24.0,40.0,0.25,60.0,treatment
HOBBIES_1_033_TX_1_evaluation,7.0,0.0,7.0,0.0,5.0,treatment
HOBBIES_1_036_CA_1_evaluation,16.0,0.0,16.0,0.0,26.0,treatment
HOBBIES_1_037_WI_1_evaluation,3.0,0.0,3.0,0.0,5.0,treatment
HOBBIES_1_041_WI_1_evaluation,7.0,0.0,7.0,0.0,13.0,treatment
HOBBIES_1_043_WI_1_evaluation,32.0,0.0,32.0,0.0,54.0,treatment
HOBBIES_1_045_WI_1_evaluation,8.0,0.0,8.0,0.0,4.0,treatment
HOBBIES_1_047_WI_1_evaluation,18.0,0.0,18.0,0.0,8.0,treatment
HOBBIES_1_049_TX_1_evaluation,7.0,0.0,7.0,0.0,5.0,treatment
HOBBIES_1_051_CA_1_evaluation,12.0,1.0,7.0,0.25,6.0,treatment
HOBBIES_1_051_WI_1_evaluation,10.0,0.0,10.0,0.0,0.0,treatment
HOBBIES_1_054_TX_1_evaluation,18.0,3.0,3.0,0.25,4.0,treatment
HOBBIES_1_058_TX_1_evaluation,7.0,0.0,7.0,0.0,1.0,treatment
HOBBIES_1_060_CA_1_evaluation,17.0,3.0,2.0,0.5,17.0,treatment
HOBBIES_1_061_WI_1_evaluation,9.0,0.0,9.0,0.0,15.0,treatment
HOBBIES_1_063_TX_1_evaluation,11.0,1.0,6.0,0.25,9.0,treatment
HOBBIES_1_078_CA_1_evaluation,29.0,0.0,29.0,0.0,32.0,treatment
HOBBIES_1_078_WI_1_evaluation,12.0,0.0,12.0,0.0,19.0,treatment
HOBBIES_1_081_CA_1_evaluation,18.0,0.0,18.0,0.0,22.0,treatment
HOBBIES_1_084_CA_1_evaluation,21.0,0.0,21.0,0.0,27.0,treatment
HOBBIES_1_085_WI_1_evaluation,9.0,0.0,9.0,0.0,13.0,treatment
HOBBIES_1_088_TX_1_evaluation,6.0,0.0,6.0,0.0,6.0,treatment
HOBBIES_1_089_CA_1_evaluation,17.0,0.0,17.0,0.0,54.0,treatment
HOBBIES_1_090_TX_1_evaluation,73.0,0.0,73.0,0.0,6.0,treatment
HOBBIES_1_090_WI_1_evaluation,55.0,2.0,45.0,0.25,43.0,treatment
HOBBIES_1_091_TX_1_evaluation,8.0,0.0,8.0,0.0,2.0,treatment
HOBBIES_1_095_TX_1_evaluation,14.0,0.0,14.0,0.0,2.0,treatment
HOBBIES_1_095_WI_1_evaluation,14.0,0.0,14.0,0.0,16.0,treatment
HOBBIES_1_098_WI_1_evaluation,10.0,0.0,10.0,0.0,1.0,treatment
HOBBIES_1_099_WI_1_evaluation,11.0,0.0,11.0,0.0,21.0,treatment
HOBBIES_1_100_TX_1_evaluation,7.0,0.0,7.0,0.0,5.0,treatment
HOBBIES_1_102_TX_1_evaluation,12.0,0.0,12.0,0.0,0.0,treatment
HOBBIES_1_102_WI_1_evaluation,8.0,0.0,8.0,0.0,10.0,treatment
HOBBIES_1_105_TX_1_evaluation,29.0,0.0,29.0,0.0,8.0,treatment
HOBBIES_1_105_WI_1_evaluation,14.0,0.0,14.0,0.0,5.0,treatment
HOBBIES_1_106_TX_1_evaluation,13.0,0.0,13.0,0.0,7.0,treatment
HOBBIES_1_107_CA_1_evaluation,10.0,0.0,10.0,0.0,3.0,treatment
HOBBIES_1_107_WI_1_evaluation,36.0,6.0,6.0,0.5,23.0,treatment
HOBBIES_1_110_TX_1_evaluation,1.0,0.0,1.0,0.0,5.0,treatment
HOBBIES_1_116_TX_1_evaluation,16.0,2.0,6.0,0.25,17.0,treatment
